verdict,claim,date,source,reviewer,language,raw_verdict,raw_verdict_en
misinformation,Vaccinerede kan 'smitte' ikke-vaccinerede og udløse menstruationssmerter og en lang række andre gener,2021-04-25T00:00:00Z,Adskillige opslag på sociale medier,tjekdet.dk,da,Ikke dokumenteret,Not documented
misinformation,PCR-testen er ubrugelig til at påvise infektion med den ny coronavirus,2021-04-25T00:00:00Z,Østrigsk domstol,tjekdet.dk,da,Falsk,False
misinformation,"Når man bliver podet i halsen ved en PCR-coronatest, risikerer man at blive vaccineret mod sin vilje",2021-04-16T00:00:00Z,Netmediet Newspeek,tjekdet.dk,da,Falsk,False
other,Gli investimenti di Roma sono «un quarto» di quelli di Milano e Napoli?,,Roberto Gualtieri,pagellapolitica.it,it,C'eri quasi,You were almost there
other,Bonaccini sbaglia: l'Emilia-Romagna non è «prima» nei vaccini agli anziani,2021-05-19T13:32:39Z,Stefano Bonaccini,pagellapolitica.it,it,Nì,nì
misinformation,"No, il coprifuoco non è più lungo di quello della Seconda guerra mondiale",,Federico Mollicone,pagellapolitica.it,it,Panzana pazzesca,Crazy bullshit
misinformation,Bernini esagera parecchio sull’export di vaccini Covid-19 della Ue,2021-05-08T19:49:39Z,Anna Maria Bernini,pagellapolitica.it,it,Pinocchio andante,Going Pinocchio
misinformation,"No, l’India non ha pochi vaccini per sé perché li produce per i «Paesi più ricchi»",2021-05-04T16:30:58Z,Nicola Fratoianni,pagellapolitica.it,it,Panzana pazzesca,Crazy bullshit
factual,Calenda ha ragione sullo spopolamento del centro di Roma,,Carlo Calenda,pagellapolitica.it,it,Vero,True
misinformation,Ronzulli sbaglia: i leghisti criticati da Fedez non sono stati espulsi dal partito,2021-05-02T09:50:51Z,Licia Ronzulli,pagellapolitica.it,it,Panzana pazzesca,Crazy bullshit
factual,"Sì, i morti sul lavoro sono quasi cinque volte le vittime di omicidio",2021-05-04T13:16:34Z,Nicola Fratoianni,pagellapolitica.it,it,Vero,True
misinformation,"Jedes Krankenhaus, das eine 75-prozentige Auslastung seiner Intensivstation belegen kann, bekommt Förderzahlungen vom Bund",2021-04-17T00:00:00Z,Samuel Eckert,br.de,de,"Falsch. Nur Krankenhäuser, die von der zuständigen Behörde ihres Bundeslandes dazu bestimmt werden, können eine Ausgleichszahlung beantragen. Dabei ist das Corona-Infektionsgeschehen im jeweiligen Landkreis maßgeblich: Zum einen die 7-Tage-Inzidenz, zum anderen die Intensivbettenauslastung im gesamten Landkreis.","Not correct. Only hospitals that are designated by the competent authority in their federal state can apply for compensation. The corona infection rate in the respective district is decisive: On the one hand, the 7-day incidence, on the other hand, the intensive care bed occupancy in the entire district."
other,"""Diejenigen, die jetzt auf der Intensivstation behandelt werden, die sind im Durchschnitt etwa 47 bis 48 Jahre alt. Das sind Menschen mitten im Leben.""",2021-04-15T00:00:00Z,Karl Lauterbach,br.de,de,Das lässt sich noch nicht sagen. Das Durchschnittsalter auf Intensivstationen lag während der ersten und zweiten Welle bei 68 Jahren. Für die dritte Welle gibt es zu diesem Zeitpunkt keine aussagekräftigen Daten.,That cannot be said yet. The mean age in intensive care units during the first and second waves was 68 years. There is no meaningful data for the third wave at this point in time.
misinformation,Auf deutschen Intensivstationen liegen auffällig viele Menschen mit Migrationshintergrund.,,,br.de,de,"Dazu gibt es keine Daten. Es handelt sich um einzelne Beobachtungen, die nicht statistisch nachgewiesen werden können. Eine Annäherung ist über den sozioökonomischen Status möglich. Da Menschen mit Migrationshintergrund im Schnitt einen geringeren sozioökonomischen Status haben, haben sie ein höheres Infektionsrisiko und eher Vorerkrankungen, die einen schweren Verlauf von Covid-19 begünstigen.","There is no data on this. These are individual observations that cannot be statistically proven. An approximation is possible via the socio-economic status. Since people with a migration background have a lower socioeconomic status on average, they have a higher risk of infection and are more likely to have previous illnesses that favor a severe course of Covid-19."
misinformation,"Merkel plant mit anderen Politikern den ""Great Reset"" und will uns alle enteignen.",,Andrea Haberl,br.de,de,Unbelegt. Experten sehen keine Anzeichen dafür.,Unoccupied. Experts see no signs of this.
misinformation,Infektionsschutzgesetz ist wie Ermächtigungsgesetz,,Andrea Haberl,br.de,de,Falsch. Für die Abstimmung über das Ermächtigungsgesetz wurde unter anderem die Geschäftsordnung geändert und Oppositionelle eingeschüchtert.,"Not correct. For the vote on the Enabling Act, among other things, the rules of procedure were changed and opposition members were intimidated."
misinformation,Bei Ausgangssperre darf man nicht in den eigenen Garten,,Andrea Haberl,br.de,de,Falsch. Der private Garten ist von der Ausgangssperre nicht betroffen,Not correct. The private garden is not affected by the curfew
misinformation,Annalena Baerbock fordert aus Umweltgründen ein Ende der Haustierhaltung.,2021-04-22T00:00:00Z,,br.de,de,"Falsch. Das Zitat ist ein Fake, laut Pressesprecherin der Grünen ist es ""frei erfunden"".","Not correct. The quote is a fake, according to the press spokeswoman for the Greens it is ""fictitious""."
misinformation,"Die Teststäbchen von Corona-Selbsttests sind krebserregend und gesundheitsschädlich, weil sie mit dem giftigen und krebserregenden Gas Ethylenoxis / EO beschichtet sind.",2021-03-19T00:00:00Z,Mike Freeman,br.de,de,"Falsch. Es gibt keine Hinweise darauf, dass die EO-Belastung bei solchen Wattestäbchen über den international festgelegten Grenzwerten liegt.",Not correct. There is no evidence that the EO exposure of such cotton swabs is above the internationally established limit values.
misinformation,Karl Lauterbach hat mit keiner Prognose recht gehabt,2021-04-10T00:00:00Z,@renehoehle / Twitter,br.de,de,Falsch. Lauterbach hat mit vielen seiner Prognosen richtig gelegen.,Not correct. Lauterbach was right with many of his predictions.
misinformation,Lateral flow tests contain ethylene oxide and are a cancer risk,,Various - shared on social media,bbc.co.uk,en,"False - the tests are not harmful. The Department of Health and Social Care told us that while the chemical is used in gaseous form to sterilise test swabs, the amounts used are well within safety limits and are ""rigorously tested and are safe to use on a regular basis"".","False - the tests are not harmful. The Department of Health and Social Care told us that while the chemical is used in gaseous form to sterilise test swabs, the amounts used are well within safety limits and are ""rigorously tested and are safe to use on a regular basis""."
misinformation,"The use of coronavirus vaccines may ""result in a global catastrophe without equal"".",,Geert Vanden Bossche,bbc.co.uk,en,According to the experts we spoke to there's no evidence that vaccines will lead to more dangerous variants that would merit the drastic change in strategy being suggested in these posts.,According to the experts we spoke to there's no evidence that vaccines will lead to more dangerous variants that would merit the drastic change in strategy being suggested in these posts.
misinformation,"Rates of miscarriage ""as a result"" of receiving a Covid-19 vaccine have increased by 366%",2021-03-21T00:00:00Z,Daily Expose,bbc.co.uk,en,This claim is false and there is no evidence that Covid-19 vaccines can increase the risk of miscarriage.,This claim is false and there is no evidence that Covid-19 vaccines can increase the risk of miscarriage.
factual,"""97% of our electricity already comes from renewable sources""",2021-03-30T00:00:00Z,Nicola Sturgeon,bbc.co.uk,en,"It is correct that in 2020, the equivalent of 97.4% of Scotland's electricity demand came from renewables. This narrowly misses a target set in 2011.","It is correct that in 2020, the equivalent of 97.4% of Scotland's electricity demand came from renewables. This narrowly misses a target set in 2011."
factual,"""You promised in three manifestos to reform council tax - why are people still paying council tax?""",2021-03-30T00:00:00Z,Douglas Ross,bbc.co.uk,en,"The abolition or reform of council tax was indeed promised three times, but changes have been limited.","The abolition or reform of council tax was indeed promised three times, but changes have been limited."
factual,"""We've got 1,500 young people who are waiting for mental health support for over a year""",2021-03-30T00:00:00Z,Willie Rennie,bbc.co.uk,en,This is correct.,This is correct.
other,"""One in four children in Scotland live in poverty. In her own constituency almost 50% of children live in poverty""",2021-03-30T00:00:00Z,Anas Sarwar,bbc.co.uk,en,The first part of the claim is correct. But the claim about the first minister's constituency is more difficult to get to the bottom of.,The first part of the claim is correct. But the claim about the first minister's constituency is more difficult to get to the bottom of.
factual,"""This country is the biggest European donor to Yemen and has given £1bn over the last six years, £87m this year""",2021-03-16T00:00:00Z,Boris Johnson,bbc.co.uk,en,Correct - the UK has given more to Yemen than any other European country over the past few years.,Correct - the UK has given more to Yemen than any other European country over the past few years.
misinformation,"코로나19 바이러스, 7년 전에 이미 유행했다.",2021-05-11T00:00:00Z,Multiple sources,factcheckkorea.afp.com,ko,False,False
misinformation,중국인 유학생들은 자가격리 시 대통령 휘장이 새겨진 도시락 지급받는다.,2021-04-22T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,Partly false,Partly false
misinformation,코로나19 백신 접종 시 마이크로 칩이 체내에 삽입돼 접종 부위에 자석이 붙는다.,2021-05-14T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,False,False
misinformation,화이자사의 코로나19 백신 접종 후의 모유 수유가 영아 사망을 초래했다.,2021-04-26T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,PARTLY FALSE,PARTLY FALSE
misinformation,"영어 단어 ‘family’의 어원은 ‘아버지, 어머니, 사랑합니다'를 의미하는 영어 단어들의 첫 글자를 모아 놓은 것이다.",2021-05-04T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,False,False
misinformation,010을 제외하고 휴대전화를 걸면 요금이 30% 할인되고 통화 연결이 더 빨리 된다.,2021-05-03T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,FALSE,FALSE
misinformation,IMF가 한국 경제가 2026년까지 회복 불가능하다는 내용의 보고서를 내놨다.,2021-05-01T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,PARTLY FALSE,PARTLY FALSE
misinformation,이 사진은 남베트남 사람들이 북베트남군에 의해 대량학살 당하기 직전 목숨을 구걸하는 모습을 담은 장면이다.,2021-05-09T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,False,False
misinformation,자궁 속 돌고래 태아의 모습을 촬영한 사진이다.,2021-04-25T00:00:00Z,multiple sources,factcheckkorea.afp.com,ko,FALSE,FALSE
misinformation,"1. More than five crore vaccines were exported because the central government had no other option. It was a “liability and compulsion”, part of the commercial obligations and was not given as aid or grant 2. India needed to export vaccines to countries that gave us raw materials.",2021-05-21T09:36:12Z,Sambit Patra,factchecker.in,en,False,False
misinformation,30% of the population in West Bengal drinks fluoride contaminated water. There has not been a single seed of jute in Bengal in the last 42 years or that jute trade has shut down in the state.,2021-04-20T11:02:43Z,Amit Shah,factchecker.in,en,False,False
misinformation,The Delhi government have started working towards establishing Indias first virtual school.,2021-04-03T09:15:46Z,Aam Aadmi Party,factchecker.in,en,False,False
misinformation,"In the last five years, we have built nearly 15,000 km of rural roads! 700 km of new roads have been built only in Lakhimpur. In 70 years, Assam had seen the development of just 13,000 kms of roads in the state.",2021-03-27T11:23:45Z,Prime Minister Narendra Modi,factchecker.in,en,False,False
misinformation,There has been a rise in number of medical college and 65% increase in medical seats.”,2021-03-25T14:12:14Z,Lok Sabha MP  Dr Subhash Bhamre,factchecker.in,en,False,False
misinformation,"Covid-19 vaccine saves us only for 6-9 months, after that Rs 35,000 crore will be evaporated",2021-03-20T11:57:50Z,Lok Sabha MP Sanjeev Kumar Singari,factchecker.in,en,Misleading,Misleading
misinformation,A deleted tweet by the official handle of the BJP claimed that the IMF had estimated the real GDP for India in 2020 at 8%.,2021-01-28T14:25:08Z,BJP,factchecker.in,en,False,False
misinformation,Le Puy du Fou est opposé au pass sanitaire,2021-05-18T00:00:00Z,Réseaux sociaux,20minutes.fr,fr,C’est plutôt faux,This is rather wrong
misinformation,La Croix-Rouge japonaise a demandé aux personnes vaccinées contre le Covid-19 de ne plus donner leur sang,2021-05-18T00:00:00Z,Réseaux sociaux,20minutes.fr,fr,C’est faux,It's wrong
misinformation,La Commission européenne préconise de repousser l'âge de la retraite à 67 ou 70 ans,2021-05-17T00:00:00Z,Différents élus politiques,20minutes.fr,fr,C’est faux,It's wrong
misinformation,Greta Thunberg est la « militante la mieux payée de 2021 »,2021-05-17T00:00:00Z,https://twitter.com/Moi16204927/status/1394027700877135873,20minutes.fr,fr,C’est faux,It's wrong
misinformation,Des Israéliens ont-ils célébré le déclenchement d'un incendie sur l'esplanades des Mosquées à Jérusalem ?,2021-05-11T00:00:00Z,https://twitter.com/GuiraudInd/status/1391851428302528515,20minutes.fr,fr,C’est en partie vrai,This is partly true
factual,Les violences contre les policiers ont doublé en quinze ans,2021-05-11T00:00:00Z,Gabriel Attal,20minutes.fr,fr,C’est plutôt vrai,This is quite true
